from,to,weight,Color1,Title1
40007,6976,1,#fa3927,cornell
40007,2443,1,#fa3927,cornell
50851,42081,1,#74b1de,columbia
50851,46300,1,#74b1de,columbia
50851,50911,1,#74b1de,columbia
50851,38072,1,#74b1de,columbia
38523,13581,1,#8b1f41,asu
38523,59060,1,#8b1f41,asu
61003,49678,1,#01235d,ucsd
61003,58863,1,#01235d,ucsd
61003,49559,1,#01235d,ucsd
61003,55896,1,#01235d,ucsd
61003,49581,1,#01235d,ucsd
61003,53537,1,#01235d,ucsd
61003,49556,1,#01235d,ucsd
61003,2540,1,#01235d,ucsd
61003,53533,1,#01235d,ucsd
61003,53539,1,#01235d,ucsd
61003,53546,1,#01235d,ucsd
61003,49566,1,#01235d,ucsd
61003,49557,1,#01235d,ucsd
61003,49574,1,#01235d,ucsd
61003,49580,1,#01235d,ucsd
61003,49560,1,#01235d,ucsd
61003,50288,1,#01235d,ucsd
61003,50296,1,#01235d,ucsd
61003,50299,1,#01235d,ucsd
61003,49578,1,#01235d,ucsd
61003,49555,1,#01235d,ucsd
61003,49568,1,#01235d,ucsd
61135,59919,1,#ffb300,vcu
61003,49583,1,#01235d,ucsd
61003,50303,1,#01235d,ucsd
64189,64165,1,#044a8f,baruch
70281,52548,1,#e87500,utdallas
51894,60918,1,#9e1b34,temple
77687,24317,1,#fa3927,cornell
61003,51711,1,#01235d,ucsd
61003,53532,1,#01235d,ucsd
61003,51727,1,#01235d,ucsd
61003,51719,1,#01235d,ucsd
61003,53543,1,#01235d,ucsd
38523,49690,1,#8b1f41,asu
61003,49582,1,#01235d,ucsd
61003,49590,1,#01235d,ucsd
60659,57456,1,#fdca21,bowiestate
50836,48298,1,#74b1de,columbia
60956,40945,1,#9e1b34,temple
50836,44972,1,#74b1de,columbia
60655,56493,1,#fdca21,bowiestate
53203,47223,1,#18453b,msu
60659,57078,1,#fdca21,bowiestate
17213,14615,1,#0e529a,depaul
60976,25863,1,#f1b82d,missouri
55653,47223,1,#18453b,msu
57222,47223,1,#18453b,msu
52548,60806,1,#e87500,utdallas
35095,2424,1,#fa3927,cornell
35095,2393,1,#fa3927,cornell
35095,2396,1,#fa3927,cornell
60692,51713,1,#e87500,utdallas
53044,60806,1,#e87500,utdallas
50851,44225,1,#74b1de,columbia
38523,44225,1,#8b1f41,asu
48298,44225,1,#74b1de,columbia
40007,24444,1,#fa3927,cornell
36784,60862,1,#0e529a,depaul
36849,42717,1,#f2c413,ucf
44823,43780,1,#1f395a,evanstonnu
54590,44972,1,#74b1de,columbia
35095,52375,1,#fa3927,cornell
51894,57559,1,#9e1b34,temple
64189,64164,1,#044a8f,baruch
73844,74985,1,#0c69d5,cgiu
70281,53140,1,#e87500,utdallas
77686,24317,1,#fa3927,cornell
77337,77315,1,#003091,ie
77321,77391,1,#003091,ie
64318,24317,1,#fa3927,cornell
25494,24317,1,#74b1de,columbia
36727,43597,1,#4b2e83,washington
36727,43006,1,#4b2e83,washington
36727,28508,1,#4b2e83,washington
49118,6371,1,#fa3927,cornell
49118,2470,1,#fa3927,cornell
49118,2648,1,#fa3927,cornell
60657,58260,1,#fdca21,bowiestate
60657,61073,1,#fdca21,bowiestate
61104,59919,1,#ffb300,vcu
44242,61120,1,#8b1f41,asu
44242,61119,1,#8b1f41,asu
61120,61119,1,#8b1f41,asu
36784,60699,1,#0e529a,depaul
60106,61106,1,#fdca21,bowiestate
61048,55880,1,#f04f23,utrgv
61048,59657,1,#f04f23,utrgv
61048,60282,1,#f04f23,utrgv
61048,61069,1,#f04f23,utrgv
60855,39643,1,#74b1de,columbia
44823,61141,1,#1f395a,evanstonnu
61099,44252,1,#4b2e83,washington
49118,2721,1,#fa3927,cornell
38523,7612,1,#8b1f41,asu
61048,55836,1,#f04f23,utrgv
61154,1483,1,#fa3927,cornell
61154,51008,1,#fa3927,cornell
23973,45998,1,#4b2e83,washington
23973,56780,1,#4b2e83,washington
23973,34276,1,#4b2e83,washington
23973,57694,1,#4b2e83,washington
23973,46361,1,#4b2e83,washington
23973,37516,1,#4b2e83,washington
44972,45096,1,#74b1de,columbia
49118,8656,1,#fa3927,cornell
25074,8656,1,#fa3927,cornell
60753,50915,1,#f56600,clemson
2296,40371,1,#fa3927,cornell
2296,60541,1,#fa3927,cornell
2296,57706,1,#fa3927,cornell
2296,56540,1,#fa3927,cornell
21051,61060,1,#ffffff,null
49991,49947,1,#990000,usc
49991,46401,1,#990000,usc
61433,60834,1,#97d700,elevate217
69537,61677,1,#861f41,vt
77685,24317,1,#fa3927,cornell
70368,24317,1,#74b1de,columbia
77363,77368,1,#003091,ie
78350,77449,1,#003091,ie
78350,77442,1,#003091,ie
77337,77411,1,#003091,ie
77434,77430,1,#003091,ie
77388,77413,1,#003091,ie
78350,77338,1,#003091,ie
49991,40267,1,#990000,usc
49991,24251,1,#990000,usc
49991,24151,1,#990000,usc
49991,33671,1,#990000,usc
49991,44372,1,#990000,usc
49991,36551,1,#990000,usc
49991,24166,1,#990000,usc
49991,24132,1,#990000,usc
49991,24377,1,#990000,usc
49991,46807,1,#990000,usc
49991,43417,1,#990000,usc
49991,50859,1,#990000,usc
49991,45216,1,#990000,usc
49991,33881,1,#990000,usc
49991,50341,1,#990000,usc
49991,24484,1,#990000,usc
49991,58894,1,#990000,usc
49991,21307,1,#990000,usc
49991,35197,1,#990000,usc
49991,24218,1,#990000,usc
49991,35086,1,#990000,usc
49991,48809,1,#990000,usc
49991,35471,1,#990000,usc
49991,45018,1,#990000,usc
49991,35166,1,#990000,usc
49991,24205,1,#990000,usc
49991,56966,1,#990000,usc
49991,25463,1,#990000,usc
49991,56334,1,#990000,usc
49991,42317,1,#990000,usc
49991,42385,1,#990000,usc
49991,28311,1,#990000,usc
49991,35522,1,#990000,usc
49991,21406,1,#990000,usc
49991,49419,1,#990000,usc
49991,50110,1,#990000,usc
49991,58421,1,#990000,usc
49991,51168,1,#990000,usc
49991,58311,1,#990000,usc
49991,57058,1,#990000,usc
49991,39423,1,#990000,usc
49991,34764,1,#990000,usc
49991,60841,1,#990000,usc
49991,34295,1,#990000,usc
49991,24187,1,#990000,usc
49991,25666,1,#990000,usc
49991,29465,1,#990000,usc
49991,48696,1,#990000,usc
49991,36140,1,#990000,usc
49991,21580,1,#990000,usc
49991,56804,1,#990000,usc
49991,50846,1,#990000,usc
49991,22134,1,#990000,usc
61202,55601,1,#00549f,erau
61202,48777,1,#00549f,erau
61204,61205,1,#990000,usc
57569,60656,1,#fdca21,bowiestate
61188,55497,1,#9e1b34,temple
49991,37479,1,#990000,usc
47662,37479,1,#990000,usc
52066,48298,1,#74b1de,columbia
45181,60918,1,#9e1b34,temple
61279,47431,1,#990000,usc
59730,61244,1,#2b1a5e,rihub
61204,21051,1,#990000,usc
21051,23789,1,#ffffff,null
47662,42385,1,#990000,usc
57283,51374,1,#18453b,msu
57241,57283,1,#18453b,msu
60853,60866,1,#f56600,clemson
38523,59905,1,#8b1f41,asu
36727,29139,1,#4b2e83,washington
60855,52814,1,#74b1de,columbia
36675,48821,1,#990000,usc
60956,41787,1,#9e1b34,temple
60806,50621,1,#e87500,utdallas
52891,61234,1,#f58220,utep
28478,61288,1,#f2c413,ucf
61333,42519,1,#8b1f41,asu
2729,52190,1,#cc0000,bu
44897,51874,1,#74b1de,columbia
43439,13495,1,#fa3927,cornell
43439,41897,1,#fa3927,cornell
43439,57126,1,#fa3927,cornell
43439,57215,1,#fa3927,cornell
61428,57161,1,#18453b,msu
61202,48776,1,#00549f,erau
61094,1477,1,#000000,forest
61464,53036,1,#e87500,utdallas
57088,57591,1,#18453b,msu
49152,2511,1,#fa3927,cornell
11986,57591,1,#18453b,msu
11986,57265,1,#18453b,msu
60790,6993,1,#fa3927,cornell
60790,17012,1,#fa3927,cornell
60790,31910,1,#fa3927,cornell
16586,60919,1,#8b1f41,asu
45196,57573,1,#9e1b34,temple
28593,52845,1,#8b1f41,asu
37911,56037,1,#469ed9,umanitoba
61694,61702,1,#861f41,vt
61428,57340,1,#18453b,msu
30533,49134,1,#f2c413,ucf
58351,60701,1,#8b1f41,asu
52219,50034,1,#18453b,msu
11863,2396,1,#fa3927,cornell
30749,49134,1,#f2c413,ucf
61944,61694,1,#861f41,vt
52392,51713,1,#e87500,utdallas
52392,49806,1,#e87500,utdallas
37911,61972,1,#469ed9,umanitoba
61920,53542,1,#01235d,ucsd
60990,18913,1,#8b1f41,asu
60990,38068,1,#8b1f41,asu
60990,52693,1,#8b1f41,asu
60990,40017,1,#8b1f41,asu
60990,17132,1,#8b1f41,asu
60990,24740,1,#8b1f41,asu
60990,16584,1,#8b1f41,asu
77442,77352,1,#003091,ie
52392,53327,1,#e87500,utdallas
69488,69604,1,#e87500,utdallas
69655,56680,1,#e87500,utdallas
69523,69651,1,#e87500,utdallas
69523,69681,1,#e87500,utdallas
52392,52573,1,#e87500,utdallas
62323,64141,1,#840028,morehouse
62323,64142,1,#840028,morehouse
77337,77330,1,#003091,ie
77419,77442,1,#003091,ie
77436,77429,1,#003091,ie
78350,77405,1,#003091,ie
77368,77396,1,#003091,ie
78350,77363,1,#003091,ie
60990,53361,1,#8b1f41,asu
60990,52597,1,#8b1f41,asu
60990,59164,1,#8b1f41,asu
60990,52295,1,#8b1f41,asu
60990,6726,1,#8b1f41,asu
54202,45608,1,#74b1de,columbia
54202,51156,1,#74b1de,columbia
62157,61212,1,#4b2e83,washington
62111,62177,1,#861f41,vt
58408,59931,1,#a50000,bradley
52891,60546,1,#f58220,utep
60681,19083,1,#8b1f41,asu
60681,18154,1,#8b1f41,asu
60681,38068,1,#8b1f41,asu
56126,62214,1,#861f41,vt
23973,29140,1,#4b2e83,washington
49559,61252,1,#01235d,ucsd
29613,62275,1,#fa3927,cornell
62245,60506,1,#fec52e,kennesaw
61926,58238,1,#fdca21,bowiestate
63164,50288,1,#01235d,ucsd
62801,16647,1,#8b1f41,asu
61221,61702,1,#861f41,vt
61221,62378,1,#861f41,vt
61221,61944,1,#861f41,vt
58379,58376,1,#a50000,bradley
69523,69657,1,#e87500,utdallas
69523,69614,1,#e87500,utdallas
58408,57578,1,#a50000,bradley
51894,45976,1,#9e1b34,temple
73844,36404,1,#0c69d5,cgiu
77352,77345,1,#003091,ie
77442,77345,1,#003091,ie
62323,62795,1,#840028,morehouse
77381,77379,1,#003091,ie
77337,77422,1,#003091,ie
77439,77429,1,#003091,ie
78350,77336,1,#003091,ie
78350,77434,1,#003091,ie
77820,77696,1,#fa3927,cornell
61926,52203,1,#fdca21,bowiestate
61926,59587,1,#fdca21,bowiestate
61926,60989,1,#fdca21,bowiestate
62326,60506,1,#fec52e,kennesaw
61926,61912,1,#fdca21,bowiestate
61926,59934,1,#fdca21,bowiestate
61926,61265,1,#fdca21,bowiestate
61926,60377,1,#fdca21,bowiestate
62698,61898,1,#fa3927,cornell
62200,63337,1,#8b1f41,asu
61220,60964,1,#861f41,vt
77690,24317,1,#fa3927,cornell
77820,72292,1,#fa3927,cornell
61926,61117,1,#fdca21,bowiestate
61926,62095,1,#fdca21,bowiestate
61926,58227,1,#fdca21,bowiestate
61926,59039,1,#fdca21,bowiestate
61926,61126,1,#fdca21,bowiestate
62381,60506,1,#fec52e,kennesaw
62274,60506,1,#fec52e,kennesaw
52683,44972,1,#74b1de,columbia
61433,61437,1,#97d700,elevate217
61376,59919,1,#ffb300,vcu
61370,59919,1,#ffb300,vcu
1477,880,1,#fa3927,cornell
57340,57161,1,#18453b,msu
61106,59039,1,#fdca21,bowiestate
51856,57198,1,#18453b,msu
60651,15794,1,#cc0000,bu
57100,52219,1,#18453b,msu
56844,46765,1,#fdca21,bowiestate
56787,46765,1,#fdca21,bowiestate
52714,45966,1,#8b1f41,asu
62589,62590,1,#f56600,clemson
60681,36937,1,#8b1f41,asu
60681,17399,1,#8b1f41,asu
60681,42519,1,#8b1f41,asu
60681,59071,1,#8b1f41,asu
60681,23888,1,#8b1f41,asu
60681,59357,1,#8b1f41,asu
60681,20014,1,#8b1f41,asu
16653,60919,1,#8b1f41,asu
62506,44965,1,#990000,usc
62506,56806,1,#990000,usc
62799,18859,1,#ba2025,osu
57222,62086,1,#18453b,msu
59039,62435,1,#fdca21,bowiestate
61277,50034,1,#18453b,msu
57621,52693,1,#8b1f41,asu
52558,62086,1,#18453b,msu
61271,16574,1,#8b1f41,asu
61271,16650,1,#8b1f41,asu
62698,62830,1,#fa3927,cornell
62698,62779,1,#fa3927,cornell
62698,62178,1,#fa3927,cornell
63006,62975,1,#ba2025,osu
16578,60869,1,#8b1f41,asu
62999,63001,1,#00764a,bcc
16578,60709,1,#8b1f41,asu
63006,62991,1,#ba2025,osu
60919,57621,1,#8b1f41,asu
63006,62895,1,#ba2025,osu
62999,61964,1,#00764a,bcc
62999,62997,1,#00764a,bcc
61106,61926,1,#fdca21,bowiestate
60681,16584,1,#8b1f41,asu
63006,63002,1,#ba2025,osu
62924,58407,1,#a50000,bradley
63969,61350,1,#bf5700,utexas
70281,52485,1,#e87500,utdallas
77689,24317,1,#fa3927,cornell
77820,77692,1,#fa3927,cornell
62323,65500,1,#840028,morehouse
77381,77414,1,#003091,ie
78350,77441,1,#003091,ie
77368,77378,1,#003091,ie
77410,77334,1,#003091,ie
78350,77440,1,#003091,ie
78350,77331,1,#003091,ie
77337,77336,1,#003091,ie
78350,77430,1,#003091,ie
77368,77381,1,#003091,ie
51894,63866,1,#9e1b34,temple
52728,16647,1,#8b1f41,asu
61926,60244,1,#fdca21,bowiestate
63006,62815,1,#ba2025,osu
62815,62991,1,#ba2025,osu
62815,62790,1,#ba2025,osu
63006,62790,1,#ba2025,osu
42626,63203,1,#74b1de,columbia
45157,63154,1,#9e1b34,temple
62496,62385,1,#fec52e,kennesaw
62496,62389,1,#fec52e,kennesaw
62496,61284,1,#fec52e,kennesaw
62496,60506,1,#fec52e,kennesaw
62496,62265,1,#fec52e,kennesaw
62496,62326,1,#fec52e,kennesaw
62496,62381,1,#fec52e,kennesaw
62496,62239,1,#fec52e,kennesaw
62496,62272,1,#fec52e,kennesaw
62496,62256,1,#fec52e,kennesaw
63190,63129,1,#74b1de,columbia
62496,60507,1,#fec52e,kennesaw
62496,62498,1,#fec52e,kennesaw
62496,62461,1,#fec52e,kennesaw
63006,63029,1,#ba2025,osu
62496,62274,1,#fec52e,kennesaw
62496,62416,1,#fec52e,kennesaw
62179,62393,1,#002a5c,utoronto
63384,58970,1,#e87500,utdallas
63384,52904,1,#e87500,utdallas
62496,62294,1,#fec52e,kennesaw
19943,38033,1,#07294d,baiada
55817,59044,1,#990000,usc
61953,61954,1,#0051bb,bmcc
50158,63444,1,#990000,usc
62496,62245,1,#fec52e,kennesaw
63508,16606,1,#8b1f41,asu
16649,61945,1,#8b1f41,asu
3489,5926,1,#fa3927,cornell
3489,9553,1,#fa3927,cornell
3489,12557,1,#fa3927,cornell
3489,6259,1,#fa3927,cornell
3489,2856,1,#fa3927,cornell
3489,11988,1,#fa3927,cornell
3489,8230,1,#fa3927,cornell
3489,8202,1,#fa3927,cornell
3489,2114,1,#fa3927,cornell
3489,3056,1,#fa3927,cornell
3489,3740,1,#fa3927,cornell
3489,5066,1,#fa3927,cornell
3489,2653,1,#fa3927,cornell
3489,3087,1,#fa3927,cornell
63263,62420,1,#f2c413,ucf
62650,63247,1,#f56600,clemson
62650,62913,1,#f56600,clemson
62650,62221,1,#f56600,clemson
62537,52392,1,#e87500,utdallas
1477,63546,1,#fa3927,cornell
63537,62831,1,#e87500,utdallas
61221,61219,1,#861f41,vt
61221,60977,1,#861f41,vt
61221,60963,1,#861f41,vt
49457,62928,1,#8b1f41,asu
61221,60964,1,#861f41,vt
61221,62309,1,#861f41,vt
28950,53196,1,#990000,usc
63537,63395,1,#e87500,utdallas
62650,62444,1,#f56600,clemson
63537,52798,1,#e87500,utdallas
52845,39622,1,#8b1f41,asu
61221,61222,1,#861f41,vt
61221,61681,1,#861f41,vt
61221,61220,1,#861f41,vt
61221,61223,1,#861f41,vt
63020,63551,1,#005393,st-andrews
61221,60974,1,#861f41,vt
61221,63448,1,#861f41,vt
61221,62177,1,#861f41,vt
61221,62841,1,#861f41,vt
60723,16648,1,#8b1f41,asu
24317,2637,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
3489,2500,1,#fa3927,cornell
61221,63634,1,#861f41,vt
61221,63449,1,#861f41,vt
61221,63004,1,#861f41,vt
61221,61677,1,#861f41,vt
61221,62211,1,#861f41,vt
61221,61919,1,#861f41,vt
61221,62109,1,#861f41,vt
61221,63162,1,#861f41,vt
61221,62137,1,#861f41,vt
61221,56126,1,#861f41,vt
61221,61694,1,#861f41,vt
61221,63452,1,#861f41,vt
61221,61938,1,#861f41,vt
61221,63122,1,#861f41,vt
61221,62880,1,#861f41,vt
61221,62767,1,#861f41,vt
61221,62214,1,#861f41,vt
61221,62206,1,#861f41,vt
45194,48762,1,#9e1b34,temple
61221,61896,1,#861f41,vt
61677,62378,1,#861f41,vt
36646,46706,1,#N/A,#N/A
7197,1477,1,#fa3927,cornell
63753,63751,1,#f56600,clemson
63735,63747,1,#e87500,utdallas
46906,62814,1,#bf5700,utexas
63457,61954,1,#0051bb,bmcc
16614,62200,1,#8b1f41,asu
63767,59039,1,#fdca21,bowiestate
57283,55653,1,#18453b,msu
11986,55774,1,#18453b,msu
50488,63453,1,#f2c413,ucf
55493,49944,1,#e87500,utdallas
61454,62305,1,#8b1f41,asu
16647,18784,1,#8b1f41,asu
61454,62303,1,#8b1f41,asu
60753,45489,1,#f56600,clemson
63796,16620,1,#8b1f41,asu
63986,63966,1,#ba2025,osu
14627,62928,1,#fa3927,cornell
62425,63945,1,#f2c413,ucf
61221,62111,1,#861f41,vt
63986,63783,1,#ba2025,osu
63796,16577,1,#8b1f41,asu
44149,48393,1,#9e1b34,temple
63986,63006,1,#ba2025,osu
63998,63989,1,#861f41,vt
63998,63840,1,#861f41,vt
21572,16650,1,#8b1f41,asu
61677,61681,1,#861f41,vt
63000,61964,1,#00764a,bcc
56286,16641,1,#8b1f41,asu
45197,63836,1,#9e1b34,temple
63998,61222,1,#861f41,vt
61220,61222,1,#861f41,vt
63998,61221,1,#861f41,vt
61220,61219,1,#861f41,vt
61220,61223,1,#861f41,vt
50229,39622,1,#8b1f41,asu
63986,64115,1,#ba2025,osu
64120,46765,1,#fdca21,bowiestate
64066,60823,1,#8b1f41,asu
63986,63029,1,#ba2025,osu
63998,61938,1,#861f41,vt
61219,61222,1,#861f41,vt
63653,63703,1,#990000,usc
64066,62747,1,#8b1f41,asu
63862,63255,1,#b01f24,unlv
50229,16648,1,#8b1f41,asu
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
77315,77348,1,#003091,ie
61926,46765,1,#fdca21,bowiestate
44107,48762,1,#9e1b34,temple
61219,61677,1,#861f41,vt
62214,61220,1,#861f41,vt
62214,61219,1,#861f41,vt
49973,64234,1,#e87500,utdallas
63944,2481,1,#fa3927,cornell
62336,62163,1,#8b1f41,asu
64263,53045,1,#e87500,utdallas
64303,64301,1,#005393,st-andrews
61219,62111,1,#861f41,vt
49975,64181,1,#74b1de,columbia
28860,36675,1,#8b1f41,asu
62378,60962,1,#861f41,vt
62378,61219,1,#861f41,vt
62206,60962,1,#861f41,vt
61896,60962,1,#861f41,vt
43042,42334,1,#990000,usc
61219,62206,1,#861f41,vt
64240,64381,1,#f2c413,ucf
24578,39299,1,#990000,usc
24578,24377,1,#990000,usc
24578,35274,1,#990000,usc
24578,45160,1,#990000,usc
24578,43983,1,#990000,usc
24578,22932,1,#990000,usc
24578,35939,1,#990000,usc
63823,61289,1,#bf5700,utexas
50178,53331,1,#fa3927,cornell
48704,48707,1,#430b00,rowan
57363,13575,1,#fa3927,cornell
45194,68132,1,#9e1b34,temple
61926,56844,1,#fdca21,bowiestate
60461,50488,1,#f2c413,ucf
61219,61944,1,#861f41,vt
62378,61222,1,#861f41,vt
57363,16383,1,#fa3927,cornell
59039,56101,1,#fdca21,bowiestate
43042,55817,1,#990000,usc
29249,36496,1,#cc0000,bu
63049,63047,1,#e87500,utdallas
24578,39525,1,#990000,usc
47030,52693,1,#8b1f41,asu
47030,59357,1,#8b1f41,asu
64390,62995,1,#fdca21,bowiestate
60855,60531,1,#74b1de,columbia
28593,53170,1,#8b1f41,asu
56858,38527,1,#8b1f41,asu
61219,61694,1,#861f41,vt
16653,62220,1,#8b1f41,asu
61962,64189,1,#044a8f,baruch
62448,62449,1,#8b1d41,bcblp
68196,52324,1,#fa3927,cornell
64301,68288,1,#005393,st-andrews
61106,61109,1,#fdca21,bowiestate
63122,61677,1,#861f41,vt
50178,2454,1,#fa3927,cornell
50178,15344,1,#fa3927,cornell
68288,64303,1,#005393,st-andrews
64390,57569,1,#fdca21,bowiestate
64390,61106,1,#fdca21,bowiestate
61271,17398,1,#8b1f41,asu
42466,5926,1,#fa3927,cornell
62999,48298,1,#00764a,bcc
64301,61570,1,#005393,st-andrews
64301,68223,1,#005393,st-andrews
61896,61222,1,#861f41,vt
61222,60964,1,#861f41,vt
63998,60962,1,#861f41,vt
62999,13551,1,#00764a,bcc
62999,45421,1,#00764a,bcc
62999,10647,1,#00764a,bcc
62999,43716,1,#00764a,bcc
62999,61677,1,#00764a,bcc
42350,14676,1,#fa3927,cornell
63020,68337,1,#005393,st-andrews
61944,60962,1,#861f41,vt
63998,61220,1,#861f41,vt
61271,60919,1,#8b1f41,asu
63998,61219,1,#861f41,vt
64213,64207,1,#044a8f,baruch
64213,64151,1,#044a8f,baruch
47030,16584,1,#8b1f41,asu
64263,53288,1,#e87500,utdallas
47030,59164,1,#8b1f41,asu
62999,63000,1,#00764a,bcc
63949,62086,1,#18453b,msu
68223,64361,1,#005393,st-andrews
62200,48053,1,#8b1f41,asu
68239,61175,1,#f56600,clemson
61513,16648,1,#8b1f41,asu
68352,53198,1,#990000,usc
53198,61204,1,#990000,usc
68460,2346,1,#74b1de,columbia
17406,39622,1,#8b1f41,asu
56680,52536,1,#e87500,utdallas
56680,53036,1,#e87500,utdallas
46767,61106,1,#fdca21,bowiestate
51713,64263,1,#e87500,utdallas
42466,6668,1,#fa3927,cornell
23973,50768,1,#4b2e83,washington
49973,56680,1,#e87500,utdallas
68562,68463,1,#fec52e,kennesaw
62924,58309,1,#a50000,bradley
58379,63366,1,#a50000,bradley
62924,58376,1,#a50000,bradley
23973,68162,1,#4b2e83,washington
16927,47223,1,#18453b,msu
68659,62853,1,#03458f,csn
63689,58930,1,#74b1de,columbia
64143,68712,1,#e87500,utdallas
62747,60823,1,#8b1f41,asu
62747,62488,1,#8b1f41,asu
30948,64123,1,#f2c413,ucf
68196,52357,1,#fa3927,cornell
33154,60831,1,#f2c413,ucf
64200,64152,1,#044a8f,baruch
68822,18129,1,#07294d,baiada
42476,63192,1,#74b1de,columbia
68819,68818,1,#990000,usc
62111,60962,1,#861f41,vt
68676,37081,1,#74b1de,columbia
68676,40071,1,#74b1de,columbia
63212,58407,1,#a50000,bradley
63755,56218,1,#a50000,bradley
63542,68433,1,#f56600,clemson
68676,29264,1,#74b1de,columbia
64217,64188,1,#044a8f,baruch
68582,57578,1,#a50000,bradley
68676,2346,1,#74b1de,columbia
68676,60624,1,#74b1de,columbia
38523,58407,1,#8b1f41,asu
30703,44868,1,#f2c413,ucf
30703,68883,1,#f2c413,ucf
42476,68676,1,#74b1de,columbia
53288,62537,1,#e87500,utdallas
68798,68976,1,#bf5700,utexas
63706,69020,1,#e87500,utdallas
17378,61969,1,#8b1f41,asu
17378,62079,1,#8b1f41,asu
17378,60966,1,#8b1f41,asu
50229,17546,1,#8b1f41,asu
62839,63789,1,#18453b,msu
46767,63767,1,#fdca21,bowiestate
64209,64165,1,#044a8f,baruch
68281,50488,1,#f2c413,ucf
52392,68338,1,#e87500,utdallas
11986,33749,1,#18453b,msu
49973,62537,1,#e87500,utdallas
62723,68433,1,#f56600,clemson
62814,68802,1,#bf5700,utexas
64448,46906,1,#bf5700,utexas
62814,64448,1,#bf5700,utexas
62814,69152,1,#bf5700,utexas
64164,61962,1,#044a8f,baruch
2729,69107,1,#cc0000,bu
64160,61962,1,#044a8f,baruch
68146,64165,1,#044a8f,baruch
68146,64157,1,#044a8f,baruch
68146,64159,1,#044a8f,baruch
68146,61962,1,#044a8f,baruch
16641,62079,1,#8b1f41,asu
23495,24174,1,#N/A,#N/A
64167,61962,1,#044a8f,baruch
69177,61953,1,#0051bb,bmcc
69250,46765,1,#fdca21,bowiestate
68585,58339,1,#fdca21,bowiestate
57283,68141,1,#18453b,msu
46767,69250,1,#fdca21,bowiestate
69279,40945,1,#9e1b34,temple
62214,60964,1,#861f41,vt
61677,60964,1,#861f41,vt
48028,69279,1,#9e1b34,temple
61962,68333,1,#044a8f,baruch
63311,69285,1,#e87500,utdallas
59990,29264,1,#74b1de,columbia
50617,60701,1,#8b1f41,asu
68146,64152,1,#044a8f,baruch
68146,64160,1,#044a8f,baruch
53045,62537,1,#e87500,utdallas
64153,64165,1,#044a8f,baruch
53914,69298,1,#74b1de,columbia
69307,69250,1,#fdca21,bowiestate
63000,63001,1,#00764a,bcc
63000,63771,1,#00764a,bcc
63000,62715,1,#00764a,bcc
63000,64203,1,#00764a,bcc
17378,61271,1,#8b1f41,asu
64153,64159,1,#044a8f,baruch
63000,62997,1,#00764a,bcc
62814,68262,1,#bf5700,utexas
62814,69155,1,#bf5700,utexas
63000,69220,1,#00764a,bcc
69296,61950,1,#044a8f,baruch
62814,64117,1,#bf5700,utexas
57077,42617,1,#8b1f41,asu
62839,57198,1,#18453b,msu
51894,57348,1,#9e1b34,temple
73844,71567,1,#0c69d5,cgiu
77315,77354,1,#003091,ie
54079,69298,1,#74b1de,columbia
63733,68510,1,#ff610d,syracuse
35513,43022,1,#07294d,baiada
51713,68338,1,#e87500,utdallas
69327,16662,1,#8b1f41,asu
69370,31855,1,#0e529a,depaul
61954,69177,1,#0051bb,bmcc
60624,2346,1,#74b1de,columbia
56787,46767,1,#fdca21,bowiestate
61896,60964,1,#861f41,vt
61694,60964,1,#861f41,vt
68841,56804,1,#990000,usc
49973,68338,1,#e87500,utdallas
62280,50920,1,#0e529a,depaul
68474,48401,1,#74b1de,columbia
68784,61570,1,#005393,st-andrews
68160,44636,1,#9e1b34,temple
68676,50575,1,#74b1de,columbia
69381,61219,1,#861f41,vt
69381,61220,1,#861f41,vt
69123,40945,1,#9e1b34,temple
69381,61222,1,#861f41,vt
61919,60964,1,#861f41,vt
69382,61219,1,#861f41,vt
52472,47159,1,#8b1f41,asu
69370,42613,1,#0e529a,depaul
69370,13461,1,#0e529a,depaul
69446,69380,1,#e87500,utdallas
69486,69485,1,#e87500,utdallas
69488,69490,1,#e87500,utdallas
69486,69490,1,#e87500,utdallas
69486,69488,1,#e87500,utdallas
62504,68397,1,#fa3927,cornell
69487,69485,1,#e87500,utdallas
69485,69490,1,#e87500,utdallas
69487,69490,1,#e87500,utdallas
69486,69487,1,#e87500,utdallas
69485,69489,1,#e87500,utdallas
69487,69489,1,#e87500,utdallas
69488,69489,1,#e87500,utdallas
69486,69489,1,#e87500,utdallas
64188,64157,1,#044a8f,baruch
68619,68827,1,#005393,st-andrews
68619,68131,1,#005393,st-andrews
68301,52392,1,#e87500,utdallas
47223,62839,1,#18453b,msu
53389,52392,1,#e87500,utdallas
64189,64166,1,#044a8f,baruch
64189,64162,1,#044a8f,baruch
64159,64189,1,#044a8f,baruch
64189,64160,1,#044a8f,baruch
69381,61221,1,#861f41,vt
68936,31895,1,#0e529a,depaul
69485,69488,1,#e87500,utdallas
58936,62793,1,#469ed9,umanitoba
69435,62845,1,#8b1d41,bcblp
