from,to,weight,Color1,Title1
34735,36620,1,#0e529a,depaul
45732,58567,1,#9e1b34,temple
57472,16648,1,#8b1f41,asu
16988,38495,1,#8b1f41,asu
16988,36457,1,#8b1f41,asu
13470,25753,1,#0e529a,depaul
57155,57088,1,#18453b,msu
57472,16662,1,#8b1f41,asu
45193,57373,1,#9e1b34,temple
56960,52359,1,#fa3927,cornell
31185,29598,1,#f1b82d,missouri
58065,51372,1,#18453b,msu
52714,46604,1,#8b1f41,asu
58824,58762,1,#003091,ie
58875,58808,1,#003091,ie
58875,58755,1,#003091,ie
26728,7005,1,#fa3927,cornell
52714,50512,1,#8b1f41,asu
16988,48986,1,#8b1f41,asu
31185,58243,1,#f1b82d,missouri
31185,37274,1,#f1b82d,missouri
37911,39438,1,#469ed9,umanitoba
58353,55389,1,#a50000,bradley
46767,56843,1,#fdca21,bowiestate
57251,47223,1,#18453b,msu
57715,58173,1,#ffffff,null
58355,55389,1,#a50000,bradley
46767,56730,1,#fdca21,bowiestate
57823,21051,1,#ffffff,null
16988,33732,1,#8b1f41,asu
52714,46829,1,#8b1f41,asu
26728,2470,1,#fa3927,cornell
57283,53302,1,#18453b,msu
47223,53305,1,#18453b,msu
47223,50034,1,#18453b,msu
57077,42519,1,#8b1f41,asu
45971,57807,1,#8b1f41,asu
55831,53139,1,#e87500,utdallas
16627,56371,1,#8b1f41,asu
56059,48393,1,#9e1b34,temple
55360,47223,1,#18453b,msu
57100,47223,1,#18453b,msu
52558,53305,1,#18453b,msu
56070,57807,1,#004f30,hawaii
56776,51000,1,#fdca21,bowiestate
16604,56371,1,#8b1f41,asu
17378,40420,1,#8b1f41,asu
57373,56275,1,#9e1b34,temple
49200,46090,1,#990000,usc
52714,48701,1,#8b1f41,asu
49674,58276,1,#74b1de,columbia
47223,57088,1,#18453b,msu
49200,48817,1,#990000,usc
51372,47223,1,#18453b,msu
56303,55389,1,#a50000,bradley
52714,46858,1,#8b1f41,asu
16988,29387,1,#8b1f41,asu
49200,49990,1,#990000,usc
57913,55944,1,#9e1b34,temple
57706,57852,1,#fa3927,cornell
58157,57806,1,#a50000,bradley
57023,53305,1,#18453b,msu
49717,48982,1,#01235d,ucsd
49717,52868,1,#01235d,ucsd
49717,52393,1,#01235d,ucsd
57823,58582,1,#ffffff,null
58398,58700,1,#fa3927,cornell
34735,13470,1,#0e529a,depaul
58782,58793,1,#003091,ie
58824,58795,1,#003091,ie
58778,58853,1,#003091,ie
58853,58780,1,#003091,ie
58824,58765,1,#003091,ie
52714,19250,1,#8b1f41,asu
16988,18782,1,#8b1f41,asu
43780,44248,1,#1f395a,evanstonnu
45193,57449,1,#9e1b34,temple
37684,56892,1,#8b1f41,asu
16988,34013,1,#8b1f41,asu
17378,56290,1,#8b1f41,asu
56858,52678,1,#8b1f41,asu
55770,15294,1,#430b00,rowan
57486,57487,1,#8b1f41,asu
49533,16586,1,#8b1f41,asu
57030,16646,1,#8b1f41,asu
56489,16586,1,#8b1f41,asu
57528,51350,1,#fdca21,bowiestate
57708,46767,1,#fdca21,bowiestate
52774,50621,1,#e87500,utdallas
52052,52047,1,#003091,ie
52788,16581,1,#8b1f41,asu
52788,49605,1,#8b1f41,asu
52750,43780,1,#1f395a,evanstonnu
44985,52072,1,#74b1de,columbia
49498,16574,1,#8b1f41,asu
49605,52815,1,#8b1f41,asu
52772,6668,1,#fa3927,cornell
52714,52800,1,#8b1f41,asu
51232,20693,1,#4b2e83,washington
52826,52823,1,#01235d,ucsd
49888,49549,1,#01235d,ucsd
45191,50306,1,#07294d,baiada
50324,52072,1,#74b1de,columbia
49605,52807,1,#8b1f41,asu
52788,49532,1,#8b1f41,asu
52788,48593,1,#8b1f41,asu
52788,19225,1,#8b1f41,asu
57000,47223,1,#18453b,msu
55770,20768,1,#430b00,rowan
57030,57074,1,#8b1f41,asu
44409,13783,1,#0e529a,depaul
2540,52271,1,#01235d,ucsd
57574,37911,1,#469ed9,umanitoba
17378,52714,1,#8b1f41,asu
52788,49498,1,#8b1f41,asu
49498,18913,1,#8b1f41,asu
52827,52823,1,#01235d,ucsd
43738,40651,1,#0e529a,depaul
52788,43965,1,#8b1f41,asu
52788,28501,1,#8b1f41,asu
52052,37276,1,#003091,ie
50030,52548,1,#e87500,utdallas
52798,52548,1,#e87500,utdallas
52728,42262,1,#8b1f41,asu
16988,19814,1,#8b1f41,asu
55770,57294,1,#430b00,rowan
56960,52329,1,#fa3927,cornell
57030,47320,1,#8b1f41,asu
46767,56795,1,#fdca21,bowiestate
56967,57957,1,#8b1f41,asu
23973,42885,1,#4b2e83,washington
52788,16610,1,#8b1f41,asu
52788,29222,1,#8b1f41,asu
37911,52572,1,#469ed9,umanitoba
46422,50157,1,#990000,usc
52788,17303,1,#8b1f41,asu
48951,43133,1,#01235d,ucsd
49578,49903,1,#01235d,ucsd
52803,52367,1,#fa3927,cornell
52714,52788,1,#8b1f41,asu
52788,47062,1,#8b1f41,asu
47662,21051,1,#990000,usc
29088,37586,1,#990000,usc
28949,29088,1,#990000,usc
46508,21051,1,#990000,usc
52015,52056,1,#003091,ie
52788,16578,1,#8b1f41,asu
50030,52487,1,#e87500,utdallas
45157,55124,1,#9e1b34,temple
13227,56492,1,#fa3927,cornell
52220,38377,1,#74b1de,columbia
52803,15344,1,#fa3927,cornell
7005,44650,1,#fa3927,cornell
57109,52487,1,#e87500,utdallas
49717,48938,1,#01235d,ucsd
57363,2476,1,#fa3927,cornell
58826,58777,1,#003091,ie
45183,58378,1,#9e1b34,temple
52788,38495,1,#8b1f41,asu
52788,29387,1,#8b1f41,asu
52803,2422,1,#fa3927,cornell
47062,52714,1,#8b1f41,asu
47662,36675,1,#990000,usc
45153,24193,1,#990000,usc
23495,24193,1,#N/A,#N/A
47062,52686,1,#8b1f41,asu
52015,52012,1,#003091,ie
55770,50164,1,#430b00,rowan
7005,36675,1,#fa3927,cornell
57109,56971,1,#e87500,utdallas
11986,57251,1,#18453b,msu
46076,40873,1,#8b1f41,asu
49717,56002,1,#01235d,ucsd
49717,48663,1,#01235d,ucsd
47159,58582,1,#8b1f41,asu
52788,40599,1,#8b1f41,asu
52788,33714,1,#8b1f41,asu
47062,52815,1,#8b1f41,asu
24484,29088,1,#990000,usc
47062,52652,1,#8b1f41,asu
47062,16587,1,#8b1f41,asu
52788,33884,1,#8b1f41,asu
52910,49427,1,#01235d,ucsd
52788,34013,1,#8b1f41,asu
56841,51000,1,#fdca21,bowiestate
20515,57545,1,#900026,iona
57100,55774,1,#18453b,msu
37911,57804,1,#469ed9,umanitoba
57875,57000,1,#18453b,msu
17378,56845,1,#8b1f41,asu
57760,40619,1,#990000,usc
58093,50034,1,#18453b,msu
55336,57284,1,#18453b,msu
56844,56850,1,#fdca21,bowiestate
55567,19776,1,#18453b,msu
49717,51340,1,#01235d,ucsd
49717,49921,1,#01235d,ucsd
49717,49910,1,#01235d,ucsd
52798,49944,1,#e87500,utdallas
52788,24474,1,#8b1f41,asu
52788,46424,1,#8b1f41,asu
52910,50310,1,#01235d,ucsd
47062,52845,1,#8b1f41,asu
47062,52478,1,#8b1f41,asu
47062,49498,1,#8b1f41,asu
46194,46242,1,#2b1a5e,rihub
57030,3537,1,#8b1f41,asu
20515,57495,1,#900026,iona
53565,55567,1,#18453b,msu
58094,48777,1,#00549f,erau
55567,51374,1,#18453b,msu
55567,53302,1,#18453b,msu
23973,56753,1,#4b2e83,washington
49717,52876,1,#01235d,ucsd
49717,49515,1,#01235d,ucsd
49717,49322,1,#01235d,ucsd
47159,38465,1,#8b1f41,asu
52788,46092,1,#8b1f41,asu
47062,52807,1,#8b1f41,asu
52910,52107,1,#01235d,ucsd
52788,16641,1,#8b1f41,asu
52943,52876,1,#01235d,ucsd
12462,7116,1,#723130,trinity
52714,42519,1,#8b1f41,asu
52714,40017,1,#8b1f41,asu
50276,42130,1,#9e1b34,temple
52029,52009,1,#003091,ie
52018,52042,1,#003091,ie
52012,37276,1,#003091,ie
43722,46794,1,#2b1a5e,rihub
52906,52957,1,#e87500,utdallas
47062,47320,1,#8b1f41,asu
27759,11871,1,#cc0000,bu
44816,42130,1,#9e1b34,temple
31397,48655,1,#004f30,hawaii
44816,45972,1,#9e1b34,temple
52091,50589,1,#9e1b34,temple
50543,42476,1,#74b1de,columbia
47159,52728,1,#8b1f41,asu
52047,51995,1,#003091,ie
49903,49549,1,#01235d,ucsd
47470,33889,1,#f1b82d,missouri
55261,55866,1,#f04f23,utrgv
55567,50034,1,#18453b,msu
23973,34759,1,#4b2e83,washington
52906,52187,1,#e87500,utdallas
49717,50288,1,#01235d,ucsd
52788,46301,1,#8b1f41,asu
52788,17408,1,#8b1f41,asu
52943,52874,1,#01235d,ucsd
52714,23888,1,#8b1f41,asu
47613,27080,1,#fa3927,cornell
52029,52039,1,#003091,ie
52906,52953,1,#e87500,utdallas
52047,52009,1,#003091,ie
52048,52246,1,#003091,ie
52029,52034,1,#003091,ie
52029,52035,1,#003091,ie
52029,51981,1,#003091,ie
55261,55603,1,#f04f23,utrgv
57030,35592,1,#8b1f41,asu
48015,53045,1,#8b1f41,asu
55567,51373,1,#18453b,msu
23973,21005,1,#4b2e83,washington
42235,25419,1,#990000,usc
49717,50310,1,#01235d,ucsd
49717,49207,1,#01235d,ucsd
49717,48607,1,#01235d,ucsd
47062,52723,1,#8b1f41,asu
52788,50804,1,#8b1f41,asu
52788,30463,1,#8b1f41,asu
47062,46423,1,#8b1f41,asu
52943,52870,1,#01235d,ucsd
52714,20014,1,#8b1f41,asu
52029,52022,1,#003091,ie
52029,52042,1,#003091,ie
52015,52043,1,#003091,ie
44213,52969,1,#1f395a,evanstonnu
52978,52992,1,#e87500,utdallas
52985,52995,1,#e87500,utdallas
50164,52789,1,#cc0000,bu
52906,52992,1,#e87500,utdallas
52765,43066,1,#fa3927,cornell
49549,49717,1,#01235d,ucsd
12804,15939,1,#07294d,baiada
47662,22134,1,#990000,usc
47662,24683,1,#990000,usc
47662,24151,1,#990000,usc
52086,16578,1,#8b1f41,asu
47662,48915,1,#990000,usc
52015,52048,1,#003091,ie
53014,52553,1,#9e1b34,temple
47662,50648,1,#990000,usc
52919,52906,1,#e87500,utdallas
50030,52995,1,#e87500,utdallas
52906,52995,1,#e87500,utdallas
52906,52985,1,#e87500,utdallas
57030,21235,1,#8b1f41,asu
17378,42262,1,#8b1f41,asu
47062,42262,1,#8b1f41,asu
57030,16611,1,#8b1f41,asu
52906,53005,1,#e87500,utdallas
52788,34260,1,#8b1f41,asu
52788,34939,1,#8b1f41,asu
47062,52728,1,#8b1f41,asu
52714,36423,1,#8b1f41,asu
52714,42262,1,#8b1f41,asu
52015,51990,1,#003091,ie
52015,52034,1,#003091,ie
52029,52024,1,#003091,ie
52978,52995,1,#e87500,utdallas
52035,51981,1,#003091,ie
47662,31365,1,#990000,usc
47662,37460,1,#990000,usc
47662,35493,1,#990000,usc
52015,51984,1,#003091,ie
52943,52869,1,#01235d,ucsd
52246,52037,1,#003091,ie
16988,41744,1,#8b1f41,asu
55567,51372,1,#18453b,msu
49717,49905,1,#01235d,ucsd
58853,58797,1,#003091,ie
58833,58789,1,#003091,ie
47662,35522,1,#990000,usc
52788,38227,1,#8b1f41,asu
47062,52554,1,#8b1f41,asu
52943,52868,1,#01235d,ucsd
52714,17546,1,#8b1f41,asu
52714,51275,1,#8b1f41,asu
52029,52246,1,#003091,ie
52015,52013,1,#003091,ie
52015,52033,1,#003091,ie
52035,52045,1,#003091,ie
52035,51985,1,#003091,ie
52035,51992,1,#003091,ie
47662,37584,1,#990000,usc
47662,22130,1,#990000,usc
47662,24534,1,#990000,usc
47662,22746,1,#990000,usc
47662,22915,1,#990000,usc
47662,36140,1,#990000,usc
47662,24441,1,#990000,usc
52906,52979,1,#e87500,utdallas
52015,51986,1,#003091,ie
16988,28926,1,#8b1f41,asu
55567,57000,1,#18453b,msu
55567,50032,1,#18453b,msu
52788,18540,1,#8b1f41,asu
52714,24740,1,#8b1f41,asu
52015,52041,1,#003091,ie
52015,52008,1,#003091,ie
52906,52978,1,#e87500,utdallas
52906,51716,1,#e87500,utdallas
52943,51340,1,#01235d,ucsd
52035,52251,1,#003091,ie
52029,52058,1,#003091,ie
47662,36236,1,#990000,usc
47662,35466,1,#990000,usc
47662,31973,1,#990000,usc
47662,40267,1,#990000,usc
52714,52693,1,#8b1f41,asu
52015,51988,1,#003091,ie
52015,52009,1,#003091,ie
47662,28311,1,#990000,usc
47662,33671,1,#990000,usc
52015,52036,1,#003091,ie
47662,40619,1,#990000,usc
56852,3930,1,#ffffff,null
51373,47223,1,#18453b,msu
55567,57172,1,#18453b,msu
55567,51856,1,#18453b,msu
49717,56375,1,#01235d,ucsd
47662,43006,1,#990000,usc
52788,15313,1,#8b1f41,asu
52714,38068,1,#8b1f41,asu
52714,31064,1,#8b1f41,asu
52015,37276,1,#003091,ie
52015,52005,1,#003091,ie
52035,52040,1,#003091,ie
52035,52032,1,#003091,ie
52029,51987,1,#003091,ie
47662,33881,1,#990000,usc
47662,44372,1,#990000,usc
52029,52031,1,#003091,ie
47662,46090,1,#990000,usc
52015,51991,1,#003091,ie
16988,48320,1,#8b1f41,asu
57472,16620,1,#8b1f41,asu
23973,50918,1,#4b2e83,washington
49717,52826,1,#01235d,ucsd
48015,52548,1,#8b1f41,asu
52906,52980,1,#e87500,utdallas
49717,50175,1,#01235d,ucsd
52714,33460,1,#8b1f41,asu
52029,51994,1,#003091,ie
52015,52053,1,#003091,ie
52906,52904,1,#e87500,utdallas
47662,30519,1,#990000,usc
47662,40173,1,#990000,usc
52035,52042,1,#003091,ie
52015,52415,1,#003091,ie
57510,30948,1,#f2c413,ucf
23973,21450,1,#4b2e83,washington
52015,36039,1,#003091,ie
58999,38479,1,#71002e,umt
57118,50034,1,#18453b,msu
58867,58855,1,#723130,trinity
57100,57222,1,#18453b,msu
58772,58795,1,#003091,ie
58793,58865,1,#003091,ie
58778,58795,1,#003091,ie
58754,58822,1,#003091,ie
58759,58852,1,#003091,ie
58852,58812,1,#003091,ie
58752,58778,1,#003091,ie
58845,58766,1,#003091,ie
58337,27831,1,#07294d,baiada
58756,58852,1,#003091,ie
58812,58803,1,#003091,ie
58770,58761,1,#003091,ie
58998,58763,1,#003091,ie
57591,47223,1,#18453b,msu
23973,47117,1,#4b2e83,washington
2296,57363,1,#fa3927,cornell
52714,49468,1,#8b1f41,asu
52029,52060,1,#003091,ie
52015,52014,1,#003091,ie
52035,52043,1,#003091,ie
47662,47138,1,#990000,usc
47662,24251,1,#990000,usc
52029,51997,1,#003091,ie
57088,57779,1,#18453b,msu
57594,51374,1,#18453b,msu
56040,58173,1,#ffffff,null
21051,28478,1,#ffffff,null
17378,49071,1,#8b1f41,asu
58481,16586,1,#8b1f41,asu
57546,58173,1,#ffffff,null
58065,52698,1,#18453b,msu
52714,33378,1,#8b1f41,asu
52029,52013,1,#003091,ie
52029,52000,1,#003091,ie
52035,51990,1,#003091,ie
52015,52058,1,#003091,ie
47662,24494,1,#990000,usc
47662,28555,1,#990000,usc
47662,49419,1,#990000,usc
52035,51991,1,#003091,ie
47662,24166,1,#990000,usc
16988,19075,1,#8b1f41,asu
20515,24309,1,#900026,iona
56758,58124,1,#ffffff,null
57738,58136,1,#ffffff,null
56040,58122,1,#ffffff,null
56758,58136,1,#ffffff,null
2296,57215,1,#fa3927,cornell
58065,50034,1,#18453b,msu
58065,51856,1,#18453b,msu
49717,49535,1,#01235d,ucsd
52714,16574,1,#8b1f41,asu
52029,52005,1,#003091,ie
52015,52025,1,#003091,ie
52035,51993,1,#003091,ie
47662,41421,1,#990000,usc
47662,28508,1,#990000,usc
47662,35086,1,#990000,usc
52015,51999,1,#003091,ie
49866,30533,1,#f2c413,ucf
34311,2729,1,#cc0000,bu
56546,44339,1,#1f395a,evanstonnu
50164,36119,1,#cc0000,bu
56579,40945,1,#9e1b34,temple
53196,56572,1,#990000,usc
35080,18695,1,#07294d,baiada
45197,51346,1,#9e1b34,temple
45058,46194,1,#2b1a5e,rihub
50487,56087,1,#cc0000,bu
56627,48776,1,#00549f,erau
55582,56520,1,#f58220,utep
55582,56247,1,#f58220,utep
16370,56652,1,#b01f24,unlv
27790,23476,1,#N/A,#N/A
46607,43535,1,#2b1a5e,rihub
50487,51040,1,#cc0000,bu
56654,16604,1,#8b1f41,asu
51150,49780,1,#4b2e83,washington
44822,51012,1,#1f395a,evanstonnu
55493,52906,1,#e87500,utdallas
17378,49511,1,#8b1f41,asu
48257,34284,1,#990000,usc
52650,48776,1,#00549f,erau
52558,57088,1,#18453b,msu
2296,48652,1,#fa3927,cornell
58591,48397,1,#fa3927,cornell
45188,58378,1,#9e1b34,temple
52558,57000,1,#18453b,msu
57865,47223,1,#18453b,msu
56070,55149,1,#004f30,hawaii
57077,55166,1,#8b1f41,asu
55360,57469,1,#18453b,msu
58337,40366,1,#07294d,baiada
58769,58762,1,#003091,ie
58770,58803,1,#003091,ie
58797,58846,1,#003091,ie
58752,58829,1,#003091,ie
52714,18913,1,#8b1f41,asu
52029,52008,1,#003091,ie
52015,52310,1,#003091,ie
52035,52016,1,#003091,ie
47662,46422,1,#990000,usc
52015,52046,1,#003091,ie
34311,15794,1,#cc0000,bu
50164,24667,1,#cc0000,bu
50856,53811,1,#74b1de,columbia
56274,48776,1,#00549f,erau
55582,55811,1,#f58220,utep
18749,23476,1,#8b1f41,asu
56654,37539,1,#8b1f41,asu
29004,24235,1,#f1b82d,missouri
52553,56279,1,#9e1b34,temple
48014,56729,1,#fa3927,cornell
52558,51856,1,#18453b,msu
52558,51372,1,#18453b,msu
57546,58122,1,#ffffff,null
57546,58137,1,#ffffff,null
58740,36553,1,#74b1de,columbia
58770,58814,1,#003091,ie
58807,58797,1,#003091,ie
58875,58794,1,#003091,ie
58769,58765,1,#003091,ie
52714,17132,1,#8b1f41,asu
52015,52037,1,#003091,ie
52035,52004,1,#003091,ie
52015,51996,1,#003091,ie
47662,24199,1,#990000,usc
47662,42297,1,#990000,usc
52029,52055,1,#003091,ie
35080,18129,1,#07294d,baiada
55582,55810,1,#f58220,utep
45191,51346,1,#07294d,baiada
37911,56626,1,#469ed9,umanitoba
56800,56795,1,#fdca21,bowiestate
56819,29575,1,#f2c413,ucf
39349,39290,1,#723130,trinity
49552,49903,1,#01235d,ucsd
40945,52553,1,#9e1b34,temple
56858,49532,1,#8b1f41,asu
56858,19846,1,#8b1f41,asu
52553,56278,1,#9e1b34,temple
17378,49170,1,#8b1f41,asu
50164,6645,1,#cc0000,bu
55167,53198,1,#990000,usc
57100,55567,1,#18453b,msu
57823,58155,1,#ffffff,null
55567,57284,1,#18453b,msu
52558,53303,1,#18453b,msu
52558,57284,1,#18453b,msu
11986,47223,1,#18453b,msu
56866,30948,1,#f2c413,ucf
58068,58124,1,#ffffff,null
58197,52367,1,#fa3927,cornell
55567,57088,1,#18453b,msu
52558,50033,1,#18453b,msu
56654,16610,1,#8b1f41,asu
52558,50034,1,#18453b,msu
52714,52597,1,#8b1f41,asu
52015,52489,1,#003091,ie
47662,29465,1,#990000,usc
47662,24484,1,#990000,usc
52035,52031,1,#003091,ie
52029,52065,1,#003091,ie
50164,6958,1,#cc0000,bu
55582,55710,1,#f58220,utep
52553,55506,1,#9e1b34,temple
56819,30808,1,#f2c413,ucf
35080,6098,1,#07294d,baiada
56858,53328,1,#8b1f41,asu
52558,16572,1,#18453b,msu
58003,58173,1,#ffffff,null
58029,58173,1,#ffffff,null
57823,58159,1,#ffffff,null
57546,57141,1,#ffffff,null
57546,58103,1,#ffffff,null
58398,58557,1,#fa3927,cornell
16452,58582,1,#fa3927,cornell
11986,55653,1,#18453b,msu
57358,20701,1,#4b2e83,washington
28374,49322,1,#8b1f41,asu
42235,49322,1,#990000,usc
53418,58876,1,#18453b,msu
58808,58756,1,#003091,ie
57706,56724,1,#fa3927,cornell
52006,51984,1,#003091,ie
52029,37276,1,#003091,ie
52029,52044,1,#003091,ie
52015,51985,1,#003091,ie
47662,21653,1,#990000,usc
47662,21235,1,#990000,usc
52015,52052,1,#003091,ie
56819,29588,1,#f2c413,ucf
56858,41411,1,#8b1f41,asu
56858,49266,1,#8b1f41,asu
55582,55287,1,#f58220,utep
58009,58040,1,#ffffff,null
57284,57100,1,#18453b,msu
52558,11986,1,#18453b,msu
52558,57283,1,#18453b,msu
58337,8512,1,#07294d,baiada
57706,57735,1,#fa3927,cornell
46767,58986,1,#fdca21,bowiestate
58778,58794,1,#003091,ie
58998,58770,1,#003091,ie
52015,43247,1,#003091,ie
52029,52038,1,#003091,ie
47662,49947,1,#990000,usc
52015,52019,1,#003091,ie
56819,29577,1,#f2c413,ucf
56858,48005,1,#8b1f41,asu
56858,17331,1,#8b1f41,asu
57100,52558,1,#18453b,msu
57546,58152,1,#ffffff,null
52558,52698,1,#18453b,msu
57706,57717,1,#fa3927,cornell
52029,52043,1,#003091,ie
56819,47847,1,#f2c413,ucf
51372,57100,1,#18453b,msu
47662,24377,1,#990000,usc
52015,52051,1,#003091,ie
56858,34016,1,#8b1f41,asu
55660,47223,1,#18453b,msu
57791,58173,1,#ffffff,null
42235,49131,1,#990000,usc
58795,58838,1,#003091,ie
58998,59002,1,#003091,ie
58826,58762,1,#003091,ie
55567,50033,1,#18453b,msu
52015,52030,1,#003091,ie
56858,41685,1,#8b1f41,asu
56858,49511,1,#8b1f41,asu
47662,35166,1,#990000,usc
55650,55360,1,#18453b,msu
47114,58221,1,#cc0000,bu
58157,55389,1,#a50000,bradley
29210,29065,1,#f1b82d,missouri
45971,40873,1,#8b1f41,asu
55360,57916,1,#18453b,msu
50869,30948,1,#f2c413,ucf
52271,49549,1,#01235d,ucsd
17378,48126,1,#8b1f41,asu
44394,34356,1,#990000,usc
58254,14737,1,#0e529a,depaul
55710,58060,1,#f58220,utep
57546,58155,1,#ffffff,null
34735,14735,1,#0e529a,depaul
58257,39824,1,#74b1de,columbia
58398,58512,1,#fa3927,cornell
58998,58777,1,#003091,ie
58807,58786,1,#003091,ie
58795,58828,1,#003091,ie
52015,52028,1,#003091,ie
58807,58808,1,#003091,ie
58807,58843,1,#003091,ie
58998,58758,1,#003091,ie
58807,58813,1,#003091,ie
58807,58834,1,#003091,ie
58998,58779,1,#003091,ie
58826,58805,1,#003091,ie
52015,52044,1,#003091,ie
47662,38713,1,#990000,usc
56858,40356,1,#8b1f41,asu
44394,47181,1,#990000,usc
58814,58761,1,#003091,ie
52015,52022,1,#003091,ie
47662,28551,1,#990000,usc
58814,58840,1,#003091,ie
58840,58767,1,#003091,ie
58998,58781,1,#003091,ie
47662,50729,1,#990000,usc
47662,24187,1,#990000,usc
56858,46301,1,#8b1f41,asu
56858,46602,1,#8b1f41,asu
56858,17344,1,#8b1f41,asu
44394,43751,1,#990000,usc
44394,38008,1,#990000,usc
44394,38071,1,#990000,usc
47662,34295,1,#990000,usc
56858,49292,1,#8b1f41,asu
56858,52639,1,#8b1f41,asu
56858,49219,1,#8b1f41,asu
56858,46365,1,#8b1f41,asu
56858,49452,1,#8b1f41,asu
44394,50023,1,#990000,usc
47662,43417,1,#990000,usc
47662,25433,1,#990000,usc
56858,46032,1,#8b1f41,asu
56858,36937,1,#8b1f41,asu
56858,21772,1,#8b1f41,asu
44394,27572,1,#990000,usc
34735,14737,1,#0e529a,depaul
58998,58785,1,#003091,ie
47662,34027,1,#990000,usc
52953,51713,1,#e87500,utdallas
52018,52008,1,#003091,ie
52041,52035,1,#003091,ie
52041,52039,1,#003091,ie
51985,51992,1,#003091,ie
52008,52021,1,#003091,ie
52048,52035,1,#003091,ie
52035,52019,1,#003091,ie
52022,52019,1,#003091,ie
46706,52714,1,#990000,usc
48915,49991,1,#990000,usc
52035,52022,1,#003091,ie
17378,38495,1,#8b1f41,asu
17378,41817,1,#8b1f41,asu
53185,53018,1,#74b1de,columbia
52041,52028,1,#003091,ie
17378,38548,1,#8b1f41,asu
51992,52008,1,#003091,ie
58780,58778,1,#003091,ie
58826,58784,1,#003091,ie
58998,58795,1,#003091,ie
58998,58787,1,#003091,ie
57546,58145,1,#ffffff,null
52953,52979,1,#e87500,utdallas
52008,52031,1,#003091,ie
53107,52019,1,#003091,ie
49082,49991,1,#ffffff,null
53185,34975,1,#74b1de,columbia
56858,50804,1,#8b1f41,asu
56858,27893,1,#8b1f41,asu
56858,52731,1,#8b1f41,asu
44394,35541,1,#990000,usc
42235,56182,1,#990000,usc
52041,52310,1,#003091,ie
56858,17399,1,#8b1f41,asu
56858,17395,1,#8b1f41,asu
44394,29465,1,#990000,usc
57546,58136,1,#ffffff,null
58398,58611,1,#fa3927,cornell
58894,56806,1,#990000,usc
58582,16634,1,#8b1f41,asu
56858,50672,1,#8b1f41,asu
44394,50217,1,#990000,usc
56858,46424,1,#8b1f41,asu
52553,56347,1,#9e1b34,temple
49674,53963,1,#74b1de,columbia
56871,44882,1,#74b1de,columbia
44394,45526,1,#990000,usc
57136,52635,1,#8b1f41,asu
57779,51374,1,#18453b,msu
57902,42247,1,#9e1b34,temple
58795,58814,1,#003091,ie
58763,58825,1,#003091,ie
58797,58769,1,#003091,ie
56303,57578,1,#a50000,bradley
52014,52018,1,#003091,ie
47662,29451,1,#990000,usc
53061,53018,1,#74b1de,columbia
52041,51988,1,#003091,ie
53015,16578,1,#8b1f41,asu
37911,48850,1,#469ed9,umanitoba
52014,52246,1,#003091,ie
53015,16651,1,#8b1f41,asu
51696,20686,1,#4b2e83,washington
56858,46445,1,#8b1f41,asu
53061,46300,1,#74b1de,columbia
52261,16646,1,#8b1f41,asu
16452,58591,1,#fa3927,cornell
48015,52536,1,#8b1f41,asu
52014,51990,1,#003091,ie
53061,53185,1,#74b1de,columbia
52014,52008,1,#003091,ie
53015,16620,1,#8b1f41,asu
56858,24526,1,#8b1f41,asu
57136,19890,1,#8b1f41,asu
50382,49559,1,#01235d,ucsd
57267,56072,1,#9e1b34,temple
52014,52489,1,#003091,ie
51303,42463,1,#9e1b34,temple
53200,28733,1,#07294d,baiada
56858,50374,1,#8b1f41,asu
56858,41744,1,#8b1f41,asu
56871,45608,1,#74b1de,columbia
52089,40945,1,#9e1b34,temple
53255,52990,1,#9e1b34,temple
50350,50566,1,#01235d,ucsd
52091,42130,1,#9e1b34,temple
6819,6093,1,#07294d,baiada
35080,6093,1,#07294d,baiada
17378,52261,1,#8b1f41,asu
42598,52258,1,#4b2e83,washington
47430,32007,1,#fa3927,cornell
43415,21066,1,#fa3927,cornell
30749,53249,1,#f2c413,ucf
7071,17801,1,#N/A,#N/A
53369,2393,1,#fa3927,cornell
52545,52540,1,#e87500,utdallas
52004,51995,1,#003091,ie
52014,52027,1,#003091,ie
53254,28993,1,#74b1de,columbia
56615,46765,1,#fdca21,bowiestate
53389,52548,1,#e87500,utdallas
53255,52956,1,#9e1b34,temple
56858,52775,1,#8b1f41,asu
44394,48319,1,#990000,usc
48015,30436,1,#8b1f41,asu
46767,56615,1,#fdca21,bowiestate
52267,2322,1,#f04f23,utrgv
53418,50034,1,#18453b,msu
57136,40873,1,#8b1f41,asu
58853,58823,1,#003091,ie
56871,51183,1,#74b1de,columbia
53389,52570,1,#e87500,utdallas
53389,51713,1,#e87500,utdallas
53389,53174,1,#e87500,utdallas
56871,52720,1,#74b1de,columbia
44409,44370,1,#0e529a,depaul
42476,53963,1,#74b1de,columbia
53389,53042,1,#e87500,utdallas
45976,42247,1,#N/A,#N/A
19943,7071,1,#07294d,baiada
50856,50509,1,#74b1de,columbia
28478,53249,1,#f2c413,ucf
37911,53403,1,#469ed9,umanitoba
53551,46764,1,#9e1b34,temple
53196,29088,1,#990000,usc
52014,51986,1,#003091,ie
52014,52282,1,#003091,ie
52014,52310,1,#003091,ie
52014,52017,1,#003091,ie
51988,52310,1,#003091,ie
